date,snowlvl,precipaccumulation,airtempmax,airtempmin,airtempavg,precipincrement
2016-01-01,21.7,52.1,31,21,26,0.00
2016-01-02,21.5,52.1,25,14,19,0.00
2016-01-03,21.4,52.1,34,13,23,0.40
2016-01-04,21.8,52.5,36,30,33,0.00
2016-01-05,21.8,52.5,34,30,32,0.30
2016-01-06,22.1,52.8,33,29,30,0.00
2016-01-07,22.1,52.8,33,27,30,0.10
2016-01-08,22.2,52.9,33,25,29,0.10
2016-01-09,22.3,53.0,34,26,29,0.10
2016-01-10,22.3,53.1,33,25,29,0.00
2016-01-11,22.3,53.1,35,24,31,0.30
2016-01-12,22.6,53.4,36,31,34,0.50
2016-01-13,23.1,53.9,36,26,32,0.70
2016-01-14,23.5,54.6,30,26,28,0.90
2016-01-15,24.4,55.5,32,27,30,0.40
2016-01-16,24.8,55.9,36,29,33,0.50
2016-01-17,25.2,56.4,34,30,32,0.80
2016-01-18,25.9,57.2,33,30,31,0.20
2016-01-19,26.2,57.4,33,28,31,1.40
2016-01-20,27.6,58.8,35,27,29,0.50
2016-01-21,28.4,59.3,44,34,39,0.00
2016-01-22,28.2,59.3,38,34,36,0.30
2016-01-23,28.4,59.6,37,30,32,0.90
2016-01-24,29.3,60.5,33,28,29,0.40
2016-01-25,29.6,60.9,36,30,32,0.00
2016-01-26,29.7,60.9,42,35,40,0.20
2016-01-27,29.6,61.1,46,40,42,0.00
2016-01-28,29.4,61.1,43,29,36,1.30
2016-01-29,29.4,62.4,34,26,29,1.00
2016-01-30,30.7,63.4,28,23,25,0.80
2016-01-31,31.8,64.2,28,21,23,0.50
2016-02-01,31.9,64.7,27,21,24,0.00
2016-02-02,32.2,64.7,31,18,24,0.10
2016-02-03,32.3,64.8,32,26,29,0.70
2016-02-04,33.0,65.5,33,29,31,2.50
2016-02-05,35.5,68.0,37,29,32,0.20
2016-02-06,35.8,68.2,35,24,30,0.00
2016-02-07,35.7,68.2,47,34,40,0.00
2016-02-08,35.7,68.2,59,44,50,0.00
2016-02-09,35.7,68.2,58,42,48,0.00
2016-02-10,35.3,68.2,48,38,44,0.00
2016-02-11,35.2,68.2,46,40,43,0.40
2016-02-12,34.8,68.6,42,31,37,0.50
2016-02-13,34.9,69.1,34,29,31,1.20
2016-02-14,36.1,70.3,42,34,38,2.40
2016-02-15,36.1,72.7,43,35,38,0.00
2016-02-16,35.7,72.7,44,36,38,0.10
2016-02-17,35.4,72.8,46,29,40,0.40
2016-02-18,35.3,73.2,31,27,30,0.90
2016-02-19,36.4,74.1,33,26,30,0.90
2016-02-20,37.4,75.0,31,24,28,0.20
2016-02-21,37.7,75.2,36,27,30,0.30
2016-02-22,37.9,75.5,34,22,28,0.10
2016-02-23,38.2,75.6,38,26,32,0.00
2016-02-24,38.2,75.6,47,34,39,0.00
2016-02-25,38.1,75.6,52,36,43,0.00
2016-02-26,38.1,75.6,49,36,42,0.40
2016-02-27,38.2,76.0,37,32,34,0.90
2016-02-28,38.4,76.9,37,27,32,0.40
2016-02-29,38.7,77.3,34,25,30,0.60
2016-03-01,39.4,77.9,39,28,34,0.30
2016-03-02,39.3,78.2,44,27,35,0.00
2016-03-03,39.2,78.2,42,31,35,0.30
2016-03-04,39.2,78.5,45,34,40,0.00
2016-03-05,39.0,78.5,42,36,39,0.50
2016-03-06,38.6,79.0,37,29,31,0.60
2016-03-07,38.1,79.6,33,26,28,0.30
2016-03-08,38.4,79.9,31,23,28,0.40
2016-03-09,38.9,80.3,39,30,34,0.80
2016-03-10,39.6,81.1,38,29,33,0.30
2016-03-11,39.3,81.4,39,32,36,0.10
2016-03-12,39.3,81.5,36,26,30,0.50
2016-03-13,39.6,82.0,34,26,29,1.60
2016-03-14,41.2,83.6,28,24,26,2.10
2016-03-15,43.3,85.7,32,25,28,1.60
2016-03-16,44.9,87.3,36,25,32,0.30
2016-03-17,45.2,87.6,35,23,29,0.00
2016-03-18,45.3,87.6,42,27,34,0.00
2016-03-19,45.3,87.6,48,37,42,0.00
2016-03-20,45.2,87.6,45,33,39,0.40
2016-03-21,45.5,88.0,37,29,32,0.30
2016-03-22,45.4,88.3,34,28,30,0.80
2016-03-23,46.1,89.1,36,28,32,0.40
2016-03-24,46.6,89.5,34,26,29,0.50
2016-03-25,47.4,90.0,34,26,29,0.50
2016-03-26,48.0,90.5,41,27,33,0.10
2016-03-27,48.2,90.6,34,24,28,1.50
2016-03-28,49.9,92.1,35,23,29,0.00
2016-03-29,50.1,92.1,41,30,36,0.00
2016-03-30,50.1,92.1,53,32,42,0.00
2016-03-31,50.1,92.1,55,38,46,0.00
2016-04-01,49.8,92.1,58,42,48,0.00
2016-04-02,49.5,92.1,52,39,45,0.00
2016-04-03,48.7,92.1,55,33,44,0.00
2016-04-04,47.9,92.1,33,28,31,1.00
2016-04-05,48.8,93.1,42,28,34,0.00
2016-04-06,49.1,93.1,63,39,52,0.00
2016-04-07,48.9,93.1,64,53,59,0.00
2016-04-08,48.1,93.1,67,48,57,0.00
2016-04-09,45.5,93.1,61,41,52,0.00
2016-04-10,44.8,93.1,52,38,44,0.00
2016-04-11,44.6,93.1,52,36,44,0.00
2016-04-12,44.3,93.1,38,31,34,0.50
2016-04-13,44.5,93.6,40,29,33,0.60
2016-04-14,45.2,94.2,36,27,30,0.80
2016-04-15,46.3,95.0,37,27,32,0.00
2016-04-16,46.7,95.0,53,30,41,0.00
2016-04-17,46.6,95.0,58,43,52,0.00
2016-04-18,45.7,95.0,64,48,55,0.00
2016-04-19,43.3,95.0,67,48,56,0.00
2016-04-20,42.2,95.0,65,43,55,0.00
2016-04-21,41.3,95.0,56,42,47,0.20
2016-04-22,41.0,95.2,45,35,39,0.20
2016-04-23,40.8,95.4,40,33,36,0.70
2016-04-24,40.9,96.1,36,28,31,0.70
2016-04-25,41.3,96.8,35,26,30,0.10
2016-04-26,41.7,96.9,40,26,32,0.00
2016-04-27,41.8,96.9,38,30,34,0.00
2016-04-28,41.8,96.9,41,33,35,0.00
2016-04-29,41.8,96.9,36,33,34,0.00
2016-04-30,42.0,96.9,52,30,41,0.00
2016-05-01,41.8,96.9,54,42,48,0.00
2016-05-02,39.3,96.9,62,48,54,0.00
2016-05-03,37.6,96.9,58,42,50,0.00
2016-05-04,36.5,96.9,55,40,46,0.00
2016-05-05,35.7,96.9,51,41,45,0.00
2016-05-06,35.0,96.9,58,42,52,0.00
2016-05-07,33.6,96.9,63,45,54,0.00
2016-05-08,31.5,96.9,51,30,40,0.40
2016-05-09,30.0,97.3,43,29,35,0.00
2016-05-10,29.4,97.3,53,36,46,0.00
2016-05-11,28.2,97.3,62,44,52,0.00
2016-05-12,27.0,97.3,60,47,53,0.00
2016-05-13,25.5,97.3,62,47,55,0.00
2016-05-14,23.9,97.3,55,38,44,0.20
2016-05-15,22.2,97.5,40,36,38,1.80
2016-05-16,21.8,99.3,42,37,40,0.00
2016-05-17,20.6,99.3,60,40,51,0.00
2016-05-18,19.2,99.3,56,33,47,0.10
2016-05-19,17.7,99.4,35,31,33,0.90
2016-05-20,18.1,100.3,45,28,35,0.00
2016-05-21,18.0,100.3,36,34,35,1.10
2016-05-22,18.7,101.4,41,33,36,0.40
2016-05-23,18.8,101.8,44,35,38,0.00
2016-05-24,18.3,101.8,42,38,39,0.00
2016-05-25,18.0,101.8,42,38,40,0.00
2016-05-26,17.3,101.8,39,33,36,0.00
2016-05-27,16.6,101.8,38,32,34,0.00
2016-05-28,16.4,101.8,53,32,42,0.00
2016-05-29,15.2,101.8,46,38,42,0.00
2016-05-30,14.1,101.8,60,37,49,0.00
2016-05-31,12.6,101.8,66,48,56,0.00
2016-06-01,10.7,101.8,62,47,54,0.00
2016-06-02,8.8,101.8,48,42,45,0.00
2016-06-03,7.5,101.8,70,40,59,0.00
2016-06-04,4.4,101.8,75,60,67,0.00
2016-06-05,1.1,101.8,80,62,70,0.00
2016-06-06,0.4,101.8,74,61,67,0.00
2016-06-07,0.0,101.8,73,59,66,0.00
2016-06-08,0.0,101.8,60,43,51,0.00
2016-06-09,0.0,101.8,53,39,44,0.50
2016-06-10,0.0,102.3,44,33,36,0.80
2016-06-11,0.0,103.1,45,34,38,0.00
2016-06-12,0.0,103.1,58,34,47,0.00
2016-06-13,0.0,103.1,46,33,40,0.60
2016-06-14,0.0,103.7,35,31,33,1.00
2016-06-15,0.8,104.7,42,30,35,0.10
2016-06-16,0.7,104.8,44,33,37,0.00
2016-06-17,0.2,104.8,48,37,42,0.00
2016-06-18,0.0,104.8,40,34,37,0.10
2016-06-19,0.0,104.9,55,32,46,0.00
2016-06-20,0.0,104.9,61,41,52,0.00
2016-06-21,0.0,104.9,60,38,49,0.00
2016-06-22,0.0,104.9,62,44,52,0.00
2016-06-23,0.0,104.9,47,37,43,1.20
2016-06-24,0.0,106.1,42,34,38,0.00
2016-06-25,0.0,106.1,62,38,50,0.00
2016-06-26,0.0,106.1,70,48,60,0.00
2016-06-27,0.0,106.1,69,52,61,0.00
2016-06-28,0.0,106.1,68,53,60,0.00
2016-06-29,0.0,106.1,64,52,57,0.00
2016-06-30,0.0,106.1,64,52,57,0.00
2016-07-01,0.0,106.1,64,52,57,0.00
2016-07-02,0.0,106.1,65,52,57,0.00
2016-07-03,0.0,106.1,57,44,51,0.00
2016-07-04,0.0,106.1,56,41,48,0.00
2016-07-05,0.0,106.1,56,43,48,0.10
2016-07-06,0.0,106.2,59,41,50,0.00
2016-07-07,0.0,106.2,60,45,50,0.10
2016-07-08,0.0,106.3,53,42,47,0.30
2016-07-09,0.0,106.6,51,41,44,0.20
2016-07-10,0.0,106.8,44,39,42,0.50
2016-07-11,0.0,107.3,56,42,47,0.00
2016-07-12,0.0,107.3,48,43,45,0.00
2016-07-13,0.0,107.3,,,,0.00
2016-07-14,0.0,107.3,65,48,56,0.00
2016-07-15,0.0,107.3,54,42,48,0.00
2016-07-16,0.0,107.3,55,41,47,0.00
2016-07-17,0.0,107.3,62,45,54,0.00
2016-07-18,0.0,107.3,55,45,49,0.00
2016-07-19,0.0,107.3,60,44,50,0.00
2016-07-20,0.0,107.3,65,45,55,0.00
2016-07-21,0.0,107.3,70,47,60,0.00
2016-07-22,0.0,107.3,52,42,46,0.00
2016-07-23,0.0,107.3,60,46,53,0.00
2016-07-24,0.0,107.3,74,52,62,0.00
2016-07-25,0.0,107.3,72,55,62,0.00
2016-07-26,0.0,107.3,66,52,59,0.00
2016-07-27,0.0,107.3,74,56,63,0.00
2016-07-28,0.0,107.3,79,59,67,0.00
2016-07-29,0.0,107.3,77,58,67,0.00
2016-07-30,0.0,107.3,64,46,57,0.00
2016-07-31,0.0,107.3,63,47,55,0.00
2016-08-01,0.0,107.3,68,50,58,0.00
2016-08-02,0.0,107.3,53,42,46,0.00
2016-08-03,0.0,107.3,67,41,55,0.00
2016-08-04,0.0,107.3,73,57,63,0.00
2016-08-05,0.0,107.3,64,49,57,0.00
2016-08-06,0.0,107.3,60,47,52,0.10
2016-08-07,0.0,107.4,52,42,46,0.10
2016-08-08,0.0,107.5,47,40,43,0.10
2016-08-09,0.0,107.6,47,42,44,0.00
2016-08-10,0.0,107.6,62,41,52,0.00
2016-08-11,0.0,107.6,72,50,60,0.00
2016-08-12,0.0,107.6,77,57,66,0.00
2016-08-13,0.0,107.6,73,59,65,0.00
2016-08-14,0.0,107.6,71,56,62,0.00
2016-08-15,0.0,107.6,68,53,60,0.00
2016-08-16,0.0,107.6,69,51,60,0.00
2016-08-17,0.0,107.6,69,52,61,0.00
2016-08-18,0.0,107.6,79,64,70,0.00
2016-08-19,0.0,107.6,73,61,66,0.00
2016-08-20,0.0,107.6,78,58,67,0.00
2016-08-21,0.0,107.6,64,47,58,0.10
2016-08-22,0.0,107.7,56,41,49,0.00
2016-08-23,0.0,107.7,66,46,54,0.00
2016-08-24,0.0,107.7,65,52,59,0.00
2016-08-25,0.0,107.7,68,57,61,0.00
2016-08-26,0.0,107.7,72,58,64,0.00
2016-08-27,0.0,107.7,64,51,57,0.00
2016-08-28,0.0,107.7,69,50,59,0.00
2016-08-29,0.0,107.7,70,56,61,0.00
2016-08-30,0.0,107.7,59,46,54,0.20
2016-08-31,0.0,107.9,59,43,49,0.10
2016-09-01,0.0,108.0,49,41,44,0.30
2016-09-02,0.0,108.3,45,40,42,0.70
2016-09-03,0.0,109.0,46,36,40,0.10
2016-09-04,0.0,109.1,47,36,41,0.00
2016-09-05,0.0,109.1,52,36,44,0.00
2016-09-06,0.0,109.1,49,43,46,1.10
2016-09-07,0.0,110.2,53,42,46,0.00
2016-09-08,0.0,110.2,54,42,47,0.00
2016-09-09,0.0,110.2,62,44,53,0.00
2016-09-10,0.0,110.2,67,50,58,0.00
2016-09-11,0.0,110.2,51,39,45,0.00
2016-09-12,0.0,110.2,51,41,46,0.00
2016-09-13,0.0,110.2,54,44,48,0.00
2016-09-14,0.0,110.2,58,43,49,0.00
2016-09-15,0.0,110.2,64,45,54,0.00
2016-09-16,0.0,110.2,65,51,57,0.00
2016-09-17,0.0,110.2,53,44,48,1.20
2016-09-18,0.0,111.4,50,40,46,0.40
2016-09-19,0.0,111.8,43,35,40,0.10
2016-09-20,0.0,111.9,51,36,42,0.00
2016-09-21,0.0,111.9,50,37,42,0.10
2016-09-22,0.0,112.0,46,37,40,0.00
2016-09-23,0.0,112.0,43,37,40,0.00
2016-09-24,0.0,112.0,54,32,45,0.00
2016-09-25,0.0,112.0,69,49,58,0.00
2016-09-26,0.0,112.0,73,56,63,0.00
2016-09-27,0.0,112.0,61,50,56,0.00
2016-09-28,0.0,112.0,64,51,55,0.00
2016-09-29,0.0,112.0,57,42,51,0.20
2016-09-30,0.0,112.2,53,37,45,0.10
2016-10-01,0.0,0.0,42,35,37,0.10
2016-10-02,0.0,0.1,43,33,37,0.20
2016-10-03,0.0,0.3,41,32,36,0.20
2016-10-04,0.0,0.5,39,36,37,0.60
2016-10-05,0.0,1.1,40,34,38,2.00
2016-10-06,0.0,3.1,42,37,39,0.40
2016-10-07,0.0,3.5,47,41,45,2.20
2016-10-08,0.0,5.7,54,46,48,0.10
2016-10-09,0.0,5.8,49,38,46,1.90
2016-10-10,0.0,7.7,47,32,38,0.30
2016-10-11,0.0,8.0,42,32,36,0.10
2016-10-12,0.0,8.1,53,35,45,0.00
2016-10-13,0.0,8.1,46,36,43,1.60
2016-10-14,0.0,9.7,39,34,36,1.20
2016-10-15,0.0,10.9,41,35,38,0.90
2016-10-16,0.0,11.8,37,34,36,0.50
2016-10-17,0.0,12.3,37,33,35,1.30
2016-10-18,0.8,13.6,35,33,34,0.50
2016-10-19,1.1,14.1,44,32,37,0.20
2016-10-20,1.1,14.3,47,40,44,1.00
2016-10-21,0.0,15.3,43,34,39,0.50
2016-10-22,0.1,15.8,42,33,37,0.10
2016-10-23,0.0,15.9,48,36,42,0.00
2016-10-24,0.0,15.9,45,35,41,0.10
2016-10-25,0.0,16.0,44,35,39,0.00
2016-10-26,0.0,16.0,47,39,44,0.50
2016-10-27,0.0,16.5,39,35,37,0.60
2016-10-28,0.0,17.1,44,35,40,0.00
2016-10-29,0.0,17.1,42,36,39,0.30
2016-10-30,0.0,17.4,41,36,39,0.10
2016-10-31,0.0,17.5,37,33,35,0.90
2016-11-01,0.2,18.4,38,33,35,0.00
2016-11-02,0.0,18.4,51,36,43,0.00
2016-11-03,0.0,18.4,50,38,45,0.00
2016-11-04,0.0,18.4,55,44,49,0.00
2016-11-05,0.0,18.4,50,35,44,0.20
2016-11-06,0.0,18.6,41,34,37,0.00
2016-11-07,0.0,18.6,52,39,46,0.00
2016-11-08,0.0,18.6,58,46,52,0.00
2016-11-09,0.0,18.6,54,45,48,0.00
2016-11-10,0.0,18.6,58,49,52,0.00
2016-11-11,0.0,18.6,56,47,53,0.00
2016-11-12,0.0,18.6,48,33,40,0.50
2016-11-13,0.0,19.1,42,34,39,0.10
2016-11-14,0.0,19.2,44,37,41,1.30
2016-11-15,0.0,20.5,44,29,35,1.80
2016-11-16,0.5,22.3,33,28,29,0.70
2016-11-17,1.1,23.0,33,27,29,0.10
2016-11-18,1.2,23.1,35,28,30,0.00
2016-11-19,1.1,23.1,39,29,35,0.10
2016-11-20,1.2,23.2,36,33,35,0.20
2016-11-21,1.3,23.4,34,28,32,0.20
2016-11-22,1.4,23.6,37,28,32,0.20
2016-11-23,1.6,23.8,31,28,29,0.50
2016-11-24,2.0,24.3,34,29,32,0.40
2016-11-25,2.4,24.7,37,32,33,0.30
2016-11-26,2.8,25.0,36,28,33,0.20
2016-11-27,2.9,25.2,32,27,29,1.10
2016-11-28,4.2,26.3,31,28,29,1.80
2016-11-29,6.3,28.1,34,27,29,0.40
2016-11-30,6.4,28.5,31,26,29,1.40
2016-12-01,8.0,29.9,30,25,27,0.60
2016-12-02,8.6,30.5,34,25,31,0.40
2016-12-03,8.8,30.9,33,28,30,0.70
2016-12-04,9.4,31.6,30,20,25,1.90
2016-12-05,11.6,33.5,23,19,21,0.70
2016-12-06,12.3,34.2,25,11,18,0.00
2016-12-07,12.3,34.2,18,12,14,0.00
2016-12-08,12.1,34.2,30,16,20,0.50
2016-12-09,12.8,34.7,32,30,31,0.90
2016-12-10,13.6,35.6,30,25,27,1.10
2016-12-11,14.8,36.7,28,24,26,2.10
2016-12-12,16.9,38.8,29,18,25,0.80
2016-12-13,17.7,39.6,26,19,22,0.00
2016-12-14,17.7,39.6,27,21,24,0.50
2016-12-15,18.2,40.1,28,19,24,0.00
2016-12-16,18.3,40.1,21,8,16,0.00
2016-12-17,18.1,40.1,20,8,17,0.00
2016-12-18,18.2,40.1,31,16,23,0.00
2016-12-19,18.2,40.1,34,31,33,1.30
2016-12-20,19.7,41.4,36,23,30,1.10
2016-12-21,19.5,42.5,37,22,30,0.40
2016-12-22,19.7,42.9,38,29,34,0.00
2016-12-23,19.7,42.9,31,22,27,0.40
2016-12-24,20.1,43.3,24,20,22,0.40
2016-12-25,20.5,43.7,27,18,21,0.00
2016-12-26,20.6,43.7,29,19,24,0.60
2016-12-27,21.2,44.3,31,23,27,2.80
2016-12-28,24.0,47.1,28,21,25,0.00
2016-12-29,24.4,47.1,34,27,31,0.00
2016-12-30,24.5,47.1,32,19,25,0.00
2016-12-31,24.4,47.1,32,20,24,0.10
2017-01-01,25.0,47.2,22,16,20,1.10
2017-01-02,26.1,48.3,16,11,14,0.00
2017-01-03,26.0,48.3,15,10,12,0.00
2017-01-04,25.6,48.3,18,9,14,0.00
2017-01-05,24.2,48.3,25,16,21,0.00
2017-01-06,24.2,48.3,31,13,24,0.00
2017-01-07,24.2,48.3,34,13,21,0.30
2017-01-08,24.5,48.6,34,27,31,0.70
2017-01-09,25.2,49.3,27,24,25,0.60
2017-01-10,25.8,49.9,29,18,26,1.00
2017-01-11,26.8,50.9,23,15,20,0.00
2017-01-12,26.8,50.9,26,13,20,0.00
2017-01-13,26.8,50.9,30,22,26,0.00
2017-01-14,26.9,50.9,30,23,27,0.00
2017-01-15,27.0,50.9,42,22,32,0.00
2017-01-16,27.0,50.9,46,33,40,0.00
2017-01-17,27.1,50.9,45,37,40,0.60
2017-01-18,27.1,51.5,40,31,36,0.50
2017-01-19,27.1,52.0,33,27,30,0.20
2017-01-20,27.3,52.2,30,27,28,0.30
2017-01-21,27.6,52.5,32,27,29,0.30
2017-01-22,27.9,52.8,29,23,27,0.30
2017-01-23,28.1,53.1,32,21,26,0.10
2017-01-24,28.2,53.2,29,20,24,0.10
2017-01-25,28.4,53.3,29,26,27,0.50
2017-01-26,28.9,53.8,34,25,28,0.00
2017-01-27,29.0,53.8,37,25,31,0.00
2017-01-28,29.0,53.8,43,32,38,0.00
2017-01-29,29.0,53.8,43,34,39,0.00
2017-01-30,28.9,53.8,42,35,38,0.00
2017-01-31,28.9,53.8,35,19,26,0.00
2017-02-01,28.8,53.8,21,15,17,0.40
2017-02-02,28.6,54.2,25,16,20,0.00
2017-02-03,28.6,54.2,34,24,30,0.80
2017-02-04,29.4,55.0,34,31,33,0.80
2017-02-05,30.2,55.8,35,29,32,1.30
2017-02-06,31.5,57.1,32,20,23,1.30
2017-02-07,32.8,58.4,29,21,26,0.30
2017-02-08,33.1,58.7,41,28,35,1.00
2017-02-09,34.1,59.7,41,30,38,0.70
2017-02-10,33.5,60.4,30,24,28,0.80
2017-02-11,34.3,61.2,32,22,25,0.10
2017-02-12,34.4,61.3,39,26,33,0.00
2017-02-13,34.4,61.3,45,34,41,0.00
2017-02-14,34.3,61.3,49,37,43,0.00
2017-02-15,34.3,61.3,46,39,42,0.80
2017-02-16,34.4,62.1,39,29,33,1.30
2017-02-17,35.3,63.4,35,30,33,0.00
2017-02-18,35.4,63.4,33,28,31,0.50
2017-02-19,35.8,63.9,33,26,29,0.50
2017-02-20,36.2,64.4,34,29,31,0.50
2017-02-21,36.9,64.9,32,22,28,1.00
2017-02-22,37.9,65.9,29,19,22,0.20
2017-02-23,37.9,66.1,28,17,21,0.00
2017-02-24,38.0,66.1,27,17,21,0.30
2017-02-25,38.0,66.4,27,16,22,0.00
2017-02-26,38.1,66.4,27,20,22,0.40
2017-02-27,38.5,66.8,24,19,22,1.60
2017-02-28,40.1,68.4,27,21,24,1.30
2017-03-01,41.4,69.7,33,25,28,0.00
2017-03-02,41.9,69.7,36,24,29,0.00
2017-03-03,41.9,69.7,34,26,31,0.70
2017-03-04,42.6,70.4,29,22,25,0.20
2017-03-05,42.8,70.6,27,17,21,0.40
2017-03-06,43.2,71.0,23,19,21,1.60
2017-03-07,44.8,72.6,34,23,29,1.90
2017-03-08,47.2,74.5,34,28,32,1.50
2017-03-09,49.4,76.0,41,34,37,1.50
2017-03-10,49.4,77.5,40,33,36,0.00
2017-03-11,49.5,77.5,41,33,36,0.60
2017-03-12,50.1,78.1,44,32,36,0.00
2017-03-13,50.0,78.1,43,38,41,0.50
2017-03-14,50.0,78.6,43,37,40,0.40
2017-03-15,49.8,79.0,40,29,36,1.10
2017-03-16,50.0,80.1,34,24,28,0.10
2017-03-17,50.1,80.2,42,29,36,0.40
2017-03-18,50.2,80.6,42,24,34,0.70
2017-03-19,50.1,81.3,38,20,30,0.00
2017-03-20,50.1,81.3,40,32,36,0.00
2017-03-21,50.1,81.3,40,34,36,0.40
2017-03-22,50.0,81.7,35,26,32,0.50
2017-03-23,50.3,82.2,40,24,31,0.30
2017-03-24,50.7,82.5,35,30,33,0.80
2017-03-25,51.4,83.3,36,27,30,0.30
2017-03-26,51.6,83.6,34,29,32,1.10
2017-03-27,52.7,84.7,34,28,30,0.70
2017-03-28,53.4,85.4,36,28,32,0.30
2017-03-29,53.7,85.7,40,30,36,1.20
2017-03-30,53.3,86.9,35,26,29,0.70
2017-03-31,54.1,87.6,45,25,33,0.00
2017-04-01,53.9,87.6,41,30,36,0.00
2017-04-02,53.9,87.6,35,24,28,0.10
2017-04-03,53.9,87.7,42,19,31,0.00
2017-04-04,53.9,87.7,44,33,38,0.00
2017-04-05,53.7,87.7,46,36,41,0.00
2017-04-06,53.7,87.7,45,34,38,0.40
2017-04-07,53.7,88.1,38,26,32,0.60
2017-04-08,53.8,88.7,30,24,26,0.60
2017-04-09,54.3,89.3,37,21,29,0.20
2017-04-10,54.6,89.5,35,26,29,0.20
2017-04-11,54.7,89.7,37,26,33,0.10
2017-04-12,54.8,89.8,,,,
